per_idx,per_name,cat_idx,cat_code,cat_desc,cat_indent,dt_idx,dt_code,dt_desc,dt_unit,et_idx,et_code,et_desc,et_unit,geo_idx,geo_code,geo_desc,is_adj,val,serialid
1,2002-01-01,1,XXXX,Total Construction,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,59516,1
1,2002-01-01,2,00XX,Residential,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,25972,2
1,2002-01-01,3,NRXX,Nonresidential,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,33545,3
1,2002-01-01,4,01XX,Lodging,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,989,4
1,2002-01-01,5,02XX,Office,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,3763,5
1,2002-01-01,6,03XX,Commercial,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,4887,6
1,2002-01-01,7,04XX,Health Care,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,2013,7
1,2002-01-01,8,05XX,Educational,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,5125,8
1,2002-01-01,9,06XX,Religious,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,667,9
1,2002-01-01,10,07XX,Public Safety,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,647,10
1,2002-01-01,11,08XX,Amusement and Recreation,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1328,11
1,2002-01-01,12,09XX,Transportation,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1729,12
1,2002-01-01,13,10XX,Communication,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1416,13
1,2002-01-01,14,11XX,Power,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,3402,14
1,2002-01-01,15,12XX,Highway and Street,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,3180,15
1,2002-01-01,16,13XX,Sewage and Waste Disposal,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1150,16
1,2002-01-01,17,14XX,Water Supply,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,846,17
1,2002-01-01,18,15XX,Conservation and Development,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,271,18
1,2002-01-01,19,20IX,Manufacturing,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,2134,19
1,2002-01-01,1,XXXX,Total Construction,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,45273,20
1,2002-01-01,2,00XX,Residential,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,25572,21
1,2002-01-01,3,NRXX,Nonresidential,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,19701,22
1,2002-01-01,4,01XX,Lodging,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,972,23
1,2002-01-01,5,02XX,Office,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,3066,24
1,2002-01-01,6,03XX,Commercial,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,4588,25
1,2002-01-01,7,04XX,Health Care,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,1629,26
1,2002-01-01,8,05XX,Educational,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,1000,27
1,2002-01-01,9,06XX,Religious,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,667,28
1,2002-01-01,11,08XX,Amusement and Recreation,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,609,29
1,2002-01-01,12,09XX,Transportation,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,444,30
1,2002-01-01,13,10XX,Communication,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,1414,31
1,2002-01-01,14,11XX,Power,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,3129,32
1,2002-01-01,19,20IX,Manufacturing,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,2117,33
1,2002-01-01,1,XXXX,Total Construction,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,14243,34
1,2002-01-01,2,00XX,Residential,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,400,35
1,2002-01-01,3,NRXX,Nonresidential,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,13844,36
1,2002-01-01,5,02XX,Office,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,697,37
1,2002-01-01,6,03XX,Commercial,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,299,38
1,2002-01-01,7,04XX,Health Care,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,384,39
1,2002-01-01,8,05XX,Educational,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,4126,40
1,2002-01-01,10,07XX,Public Safety,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,637,41
1,2002-01-01,11,08XX,Amusement and Recreation,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,719,42
1,2002-01-01,12,09XX,Transportation,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,1285,43
1,2002-01-01,14,11XX,Power,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,273,44
1,2002-01-01,15,12XX,Highway and Street,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,3168,45
1,2002-01-01,16,13XX,Sewage and Waste Disposal,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,1127,46
1,2002-01-01,17,14XX,Water Supply,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,826,47
1,2002-01-01,18,15XX,Conservation and Development,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,268,48
1,2002-01-01,20,AXXXX,Annual Rate for Total Construction,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,858654,49
1,2002-01-01,21,A00XX,Annual Rate for Residential,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,382979,50
1,2002-01-01,22,ANRXX,Annual Rate for Nonresidential,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,475704,51
1,2002-01-01,23,A01XX,Annual Rate for Lodging,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,11862,52
1,2002-01-01,24,A02XX,Annual Rate for Office,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,49140,53
1,2002-01-01,25,A03XX,Annual Rate for Commercial,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,68254,54
1,2002-01-01,26,A04XX,Annual Rate for Health Care,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,25746,55
1,2002-01-01,27,A05XX,Annual Rate for Educational,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,72357,56
1,2002-01-01,28,A06XX,Annual Rate for Religious,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,8745,57
1,2002-01-01,29,A07XX,Annual Rate for Public Safety,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,8468,58
1,2002-01-01,30,A08XX,Annual Rate for Amusement and Recreation,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,17866,59
1,2002-01-01,31,A09XX,Annual Rate for Transportation,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,25547,60
1,2002-01-01,32,A10XX,Annual Rate for Communication,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,18873,61
1,2002-01-01,33,A11XX,Annual Rate for Power,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,46050,62
1,2002-01-01,34,A12XX,Annual Rate for Highway and Street,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,62723,63
1,2002-01-01,35,A13XX,Annual Rate for Sewage and Waste Disposal,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,16392,64
1,2002-01-01,36,A14XX,Annual Rate for Water Supply,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,11760,65
1,2002-01-01,37,A15XX,Annual Rate for Conservation and Development,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,3603,66
1,2002-01-01,38,A20IX,Annual Rate for Manufacturing,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,28318,67
1,2002-01-01,20,AXXXX,Annual Rate for Total Construction,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,641333,68
1,2002-01-01,21,A00XX,Annual Rate for Residential,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,377631,69
1,2002-01-01,22,ANRXX,Annual Rate for Nonresidential,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,263731,70
1,2002-01-01,23,A01XX,Annual Rate for Lodging,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,11669,71
1,2002-01-01,24,A02XX,Annual Rate for Office,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,40176,72
1,2002-01-01,25,A03XX,Annual Rate for Commercial,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,63972,73
1,2002-01-01,26,A04XX,Annual Rate for Health Care,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,20888,74
1,2002-01-01,27,A05XX,Annual Rate for Educational,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,13616,75
1,2002-01-01,28,A06XX,Annual Rate for Religious,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,8742,76
1,2002-01-01,30,A08XX,Annual Rate for Amusement and Recreation,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,7822,77
1,2002-01-01,31,A09XX,Annual Rate for Transportation,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,6512,78
1,2002-01-01,32,A10XX,Annual Rate for Communication,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,18843,79
1,2002-01-01,33,A11XX,Annual Rate for Power,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,42407,80
1,2002-01-01,38,A20IX,Annual Rate for Manufacturing,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,28116,81
1,2002-01-01,20,AXXXX,Annual Rate for Total Construction,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,217321,82
1,2002-01-01,21,A00XX,Annual Rate for Residential,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,5348,83
1,2002-01-01,22,ANRXX,Annual Rate for Nonresidential,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,211973,84
1,2002-01-01,24,A02XX,Annual Rate for Office,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,8964,85
1,2002-01-01,25,A03XX,Annual Rate for Commercial,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,4282,86
1,2002-01-01,26,A04XX,Annual Rate for Health Care,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,4859,87
1,2002-01-01,27,A05XX,Annual Rate for Educational,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,58742,88
1,2002-01-01,29,A07XX,Annual Rate for Public Safety,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,8356,89
1,2002-01-01,30,A08XX,Annual Rate for Amusement and Recreation,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,10044,90
1,2002-01-01,31,A09XX,Annual Rate for Transportation,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,19035,91
1,2002-01-01,33,A11XX,Annual Rate for Power,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,3643,92
1,2002-01-01,34,A12XX,Annual Rate for Highway and Street,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,62553,93
1,2002-01-01,35,A13XX,Annual Rate for Sewage and Waste Disposal,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,16077,94
1,2002-01-01,36,A14XX,Annual Rate for Water Supply,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,11412,95
1,2002-01-01,37,A15XX,Annual Rate for Conservation and Development,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,3578,96
2,2002-02-01,1,XXXX,Total Construction,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,58588,97
2,2002-02-01,2,00XX,Residential,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,25721,98
2,2002-02-01,3,NRXX,Nonresidential,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,32868,99
2,2002-02-01,4,01XX,Lodging,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,922,100
2,2002-02-01,5,02XX,Office,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,3595,101
2,2002-02-01,6,03XX,Commercial,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,4825,102
2,2002-02-01,7,04XX,Health Care,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1983,103
2,2002-02-01,8,05XX,Educational,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,5134,104
2,2002-02-01,9,06XX,Religious,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,637,105
2,2002-02-01,10,07XX,Public Safety,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,652,106
2,2002-02-01,11,08XX,Amusement and Recreation,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1386,107
2,2002-02-01,12,09XX,Transportation,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1729,108
2,2002-02-01,13,10XX,Communication,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1430,109
2,2002-02-01,14,11XX,Power,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,3324,110
2,2002-02-01,15,12XX,Highway and Street,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,2979,111
2,2002-02-01,16,13XX,Sewage and Waste Disposal,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1149,112
2,2002-02-01,17,14XX,Water Supply,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,873,113
2,2002-02-01,18,15XX,Conservation and Development,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,278,114
2,2002-02-01,19,20IX,Manufacturing,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,0,1972,115
2,2002-02-01,1,XXXX,Total Construction,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,44475,116
2,2002-02-01,2,00XX,Residential,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,25298,117
2,2002-02-01,3,NRXX,Nonresidential,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,19177,118
2,2002-02-01,4,01XX,Lodging,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,905,119
2,2002-02-01,5,02XX,Office,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,2934,120
2,2002-02-01,6,03XX,Commercial,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,4557,121
2,2002-02-01,7,04XX,Health Care,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,1629,122
2,2002-02-01,8,05XX,Educational,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,977,123
2,2002-02-01,9,06XX,Religious,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,637,124
2,2002-02-01,11,08XX,Amusement and Recreation,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,631,125
2,2002-02-01,12,09XX,Transportation,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,412,126
2,2002-02-01,13,10XX,Communication,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,1421,127
2,2002-02-01,14,11XX,Power,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,3040,128
2,2002-02-01,19,20IX,Manufacturing,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,0,1959,129
2,2002-02-01,1,XXXX,Total Construction,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,14113,130
2,2002-02-01,2,00XX,Residential,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,423,131
2,2002-02-01,3,NRXX,Nonresidential,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,13691,132
2,2002-02-01,5,02XX,Office,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,661,133
2,2002-02-01,6,03XX,Commercial,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,268,134
2,2002-02-01,7,04XX,Health Care,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,353,135
2,2002-02-01,8,05XX,Educational,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,4157,136
2,2002-02-01,10,07XX,Public Safety,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,640,137
2,2002-02-01,11,08XX,Amusement and Recreation,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,755,138
2,2002-02-01,12,09XX,Transportation,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,1318,139
2,2002-02-01,14,11XX,Power,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,284,140
2,2002-02-01,15,12XX,Highway and Street,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,2969,141
2,2002-02-01,16,13XX,Sewage and Waste Disposal,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,1119,142
2,2002-02-01,17,14XX,Water Supply,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,851,143
2,2002-02-01,18,15XX,Conservation and Development,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,0,277,144
2,2002-02-01,20,AXXXX,Annual Rate for Total Construction,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,862338,145
2,2002-02-01,21,A00XX,Annual Rate for Residential,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,391434,146
2,2002-02-01,22,ANRXX,Annual Rate for Nonresidential,0,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,470946,147
2,2002-02-01,23,A01XX,Annual Rate for Lodging,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,11058,148
2,2002-02-01,24,A02XX,Annual Rate for Office,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,47728,149
2,2002-02-01,25,A03XX,Annual Rate for Commercial,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,65840,150
2,2002-02-01,26,A04XX,Annual Rate for Health Care,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,25438,151
2,2002-02-01,27,A05XX,Annual Rate for Educational,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,74336,152
2,2002-02-01,28,A06XX,Annual Rate for Religious,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,8520,153
2,2002-02-01,29,A07XX,Annual Rate for Public Safety,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,8818,154
2,2002-02-01,30,A08XX,Annual Rate for Amusement and Recreation,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,18317,155
2,2002-02-01,31,A09XX,Annual Rate for Transportation,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,25662,156
2,2002-02-01,32,A10XX,Annual Rate for Communication,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,19943,157
2,2002-02-01,33,A11XX,Annual Rate for Power,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,44674,158
2,2002-02-01,34,A12XX,Annual Rate for Highway and Street,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,61801,159
2,2002-02-01,35,A13XX,Annual Rate for Sewage and Waste Disposal,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,17059,160
2,2002-02-01,36,A14XX,Annual Rate for Water Supply,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,12063,161
2,2002-02-01,37,A15XX,Annual Rate for Conservation and Development,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,3712,162
2,2002-02-01,38,A20IX,Annual Rate for Manufacturing,1,1,T,Total Construction,MLN$,0,,,,1,US,U.S. Total,1,25977,163
2,2002-02-01,20,AXXXX,Annual Rate for Total Construction,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,642371,164
2,2002-02-01,21,A00XX,Annual Rate for Residential,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,385745,165
2,2002-02-01,22,ANRXX,Annual Rate for Nonresidential,0,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,256668,166
2,2002-02-01,23,A01XX,Annual Rate for Lodging,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,10861,167
2,2002-02-01,24,A02XX,Annual Rate for Office,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,38891,168
2,2002-02-01,25,A03XX,Annual Rate for Commercial,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,62196,169
2,2002-02-01,26,A04XX,Annual Rate for Health Care,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,20859,170
2,2002-02-01,27,A05XX,Annual Rate for Educational,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,13588,171
2,2002-02-01,28,A06XX,Annual Rate for Religious,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,8517,172
2,2002-02-01,30,A08XX,Annual Rate for Amusement and Recreation,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,7925,173
2,2002-02-01,31,A09XX,Annual Rate for Transportation,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,6437,174
2,2002-02-01,32,A10XX,Annual Rate for Communication,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,19831,175
2,2002-02-01,33,A11XX,Annual Rate for Power,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,40693,176
2,2002-02-01,38,A20IX,Annual Rate for Manufacturing,1,2,V,Total Private Construction,MLN$,0,,,,1,US,U.S. Total,1,25816,177
2,2002-02-01,20,AXXXX,Annual Rate for Total Construction,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,219966,178
2,2002-02-01,21,A00XX,Annual Rate for Residential,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,5689,179
2,2002-02-01,22,ANRXX,Annual Rate for Nonresidential,0,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,214277,180
2,2002-02-01,24,A02XX,Annual Rate for Office,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,8837,181
2,2002-02-01,25,A03XX,Annual Rate for Commercial,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,3644,182
2,2002-02-01,26,A04XX,Annual Rate for Health Care,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,4579,183
2,2002-02-01,27,A05XX,Annual Rate for Educational,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,60748,184
2,2002-02-01,29,A07XX,Annual Rate for Public Safety,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,8667,185
2,2002-02-01,30,A08XX,Annual Rate for Amusement and Recreation,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,10392,186
2,2002-02-01,31,A09XX,Annual Rate for Transportation,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,19226,187
2,2002-02-01,33,A11XX,Annual Rate for Power,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,3981,188
2,2002-02-01,34,A12XX,Annual Rate for Highway and Street,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,61664,189
2,2002-02-01,35,A13XX,Annual Rate for Sewage and Waste Disposal,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,16645,190
2,2002-02-01,36,A14XX,Annual Rate for Water Supply,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,11717,191
2,2002-02-01,37,A15XX,Annual Rate for Conservation and Development,1,3,P,Total Public Construction,MLN$,0,,,,1,US,U.S. Total,1,3704,192
2,2002-02-01,1,XXXX,Total Construction,0,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,193
2,2002-02-01,2,00XX,Residential,0,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,194
2,2002-02-01,3,NRXX,Nonresidential,0,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,195
2,2002-02-01,4,01XX,Lodging,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,196
2,2002-02-01,5,02XX,Office,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,197
2,2002-02-01,6,03XX,Commercial,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,198
2,2002-02-01,7,04XX,Health Care,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,199
2,2002-02-01,8,05XX,Educational,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,200
2,2002-02-01,9,06XX,Religious,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,201
2,2002-02-01,10,07XX,Public Safety,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,202
2,2002-02-01,11,08XX,Amusement and Recreation,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,203
2,2002-02-01,12,09XX,Transportation,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,204
2,2002-02-01,13,10XX,Communication,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,205
2,2002-02-01,14,11XX,Power,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,206
2,2002-02-01,15,12XX,Highway and Street,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,207
2,2002-02-01,16,13XX,Sewage and Waste Disposal,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,208
2,2002-02-01,17,14XX,Water Supply,1,4,MPCT,Monthly Percent Change for Total Construction,PCT,0,,,,1,US,U.S. Total,1,,209
